Player,LR Predicted Score,RF Predicted Score,XGB Predicted Score,NN Predicted Score,Bayesian Predicted Score
Lance Lenoir,-0.83,0.02,0.0,0.36,-0.84
Lance Lewis,-0.83,0.02,0.0,0.36,-0.84
Lance Long,-0.31,0.03,-0.01,0.76,-0.32
Lance McCutcheon,-0.77,0.02,0.0,0.4,-0.77
Lance Moore,12.69,13.92,7.25,13.38,12.67
Lance Rentzel,1.6,0.62,5.29,1.42,1.6
Landen Akers,-0.83,0.02,0.0,0.36,-0.84
Landry Jones,-0.62,0.24,-0.07,0.53,-0.62
Laquon Treadwell,2.18,1.73,0.14,2.94,2.18
Laron Brown,-0.78,0.02,0.0,0.39,-0.78
Larry Barnes,0.51,0.05,-0.29,0.41,0.5
Larry Bowie,1.18,0.22,0.08,1.06,1.17
Larry Brinson,1.61,0.09,-0.11,0.55,1.6
Larry Brown,21.48,26.32,38.3,23.9,21.47
Larry Brunson,1.41,0.98,1.28,1.71,1.41
Larry Burton,-0.11,0.22,0.57,0.85,-0.12
Larry Canada,2.69,0.1,-0.05,0.92,2.68
Larry Centers,24.58,9.61,3.95,16.94,24.6
Larry Cipa,-0.2,0.08,1.22,0.23,-0.18
Larry Collins,0.1,0.07,0.01,0.26,0.09
Larry Conjar,-0.83,0.02,0.01,0.36,-0.84
Larry Cowan,-0.83,0.02,0.01,0.36,-0.84
Larry Croom,-0.74,0.03,0.03,0.37,-0.74
Larry Crowe,-0.83,0.02,0.0,0.36,-0.84
Larry Csonka,29.64,31.44,20.95,33.96,29.63
Larry Donnell,2.4,0.74,0.2,2.65,2.4
Larry Dorsey,-0.35,0.09,0.01,0.59,-0.36
Larry Emery,-0.76,0.02,0.01,0.4,-0.77
Larry Fitzgerald,45.26,50.08,34.95,58.7,45.26
Larry Foster,0.74,1.06,1.11,1.79,0.74
Larry Franklin,-0.83,0.02,0.0,0.36,-0.84
Larry Hardy,0.48,0.19,0.05,1.26,0.48
Larry Heater,1.03,0.05,0.04,0.64,1.03
Larry Johnson,30.03,43.16,39.83,33.18,30.01
Larry Jones,-0.05,0.17,-0.03,0.31,-0.05
Larry Kinnebrew,23.24,9.57,1.16,22.04,23.21
Larry Krause,-0.46,0.05,-0.01,0.27,-0.47
Larry Lawrence,-0.95,0.03,-0.02,0.34,-0.95
Larry Linne,-0.57,0.07,-0.0,0.4,-0.58
Larry Mason,0.84,0.07,0.0,0.42,0.83
Larry Mialik,-0.81,0.02,0.0,0.38,-0.81
Larry Miller,-0.84,0.02,0.0,0.36,-0.84
Larry Moriarty,7.84,2.59,2.38,4.15,7.83
Larry Morris,-0.83,0.03,0.05,0.36,-0.83
Larry Mucker,-0.02,0.06,-0.01,0.63,-0.03
Larry Ned,-0.82,0.02,0.0,0.37,-0.83
Larry Parker,-0.02,0.6,1.54,0.83,-0.02
Larry Pinkard,-0.82,0.02,0.0,0.37,-0.83
Larry Poole,1.06,0.06,-0.12,0.67,1.06
Larry Robinson,-0.71,0.04,0.02,0.31,-0.72
Larry Rountree,-0.3,0.03,0.03,0.45,-0.3
Larry Ryans,-0.83,0.02,0.0,0.36,-0.84
Larry Schreiber,7.47,2.34,4.09,3.03,7.47
Larry Shannon,-0.83,0.02,0.0,0.36,-0.84
Larry Smith,6.44,1.74,1.03,2.67,6.44
Larry Stegent,-0.71,0.02,-0.03,0.33,-0.71
Larry Todd,-0.75,0.03,0.05,0.38,-0.76
Larry Walton,2.28,4.45,2.38,2.62,2.28
Larry Watkins,6.63,1.06,1.12,2.32,6.61
Lars Tate,6.9,0.63,0.47,2.92,6.89
Latario Rachal,-0.82,0.02,0.0,0.37,-0.83
Latavius Murray,32.22,29.51,11.07,36.24,32.23
Laurence Maroney,10.42,5.98,1.61,8.69,10.42
Laurent Robinson,5.0,3.2,4.52,4.81,5.0
Lavale Thomas,-0.8,0.04,0.05,0.37,-0.8
Lavelle Hawkins,0.93,0.82,1.66,2.05,0.93
Laveranues Coles,20.92,17.1,15.24,20.83,20.94
Laverne Smith,-0.7,0.03,0.01,0.3,-0.71
Laviska Shenault Jr.,3.49,2.5,0.76,3.54,3.5
Lavon Coleman,-0.83,0.02,0.0,0.36,-0.84
Lawrence Cager,-0.2,0.04,-0.04,0.62,-0.2
Lawrence Dawsey,5.26,16.27,3.33,6.27,5.27
Lawrence Gaines,3.09,0.7,0.86,0.68,3.08
Lawrence Hamilton,-0.79,0.02,0.0,0.38,-0.8
Lawrence Hart,-0.83,0.02,0.0,0.36,-0.84
Lawrence McCutcheon,20.59,33.24,35.77,25.65,20.59
Lawrence Phillips,6.75,1.8,0.8,3.62,6.74
Lawrence Ricks,-0.67,0.06,0.14,0.33,-0.67
Lawrence Sampleton,-0.57,0.07,-0.0,0.4,-0.58
Lawrence Vickers,0.86,0.74,0.25,1.59,0.86
Lawrence White,-0.83,0.02,0.0,0.36,-0.84
Lawrence Williams,-0.04,0.07,0.14,0.41,-0.05
Lawyer Tillman,0.37,0.3,0.46,1.39,0.37
Le'Ron McClain,7.59,2.19,4.26,3.7,7.59
Le'Shai Maston,-0.22,0.06,0.02,0.69,-0.22
Le'Veon Bell,28.24,47.1,60.27,32.52,28.26
LeGarrette Blount,27.88,25.12,13.6,30.97,27.88
LeRon McCoy,-0.31,0.03,-0.04,0.63,-0.31
LeSean McCoy,46.79,54.85,54.45,57.59,46.82
LeShon Johnson,2.77,0.33,0.05,1.37,2.77
LeShun Daniels,-0.83,0.03,0.05,0.36,-0.83
LeVante Bellamy,-0.82,0.03,0.21,0.37,-0.82
Lee Bouggess,3.52,0.33,0.14,1.49,3.51
Lee DeRamus,-0.03,0.22,0.06,0.94,-0.04
Lee Evans,14.06,13.51,12.4,14.27,14.06
Lee Johnson,-0.83,0.02,0.0,0.36,-0.84
Lee Mays,-0.45,0.03,-0.01,0.63,-0.45
Lee McGriff,-0.9,0.02,-0.01,0.36,-0.9
Lee Morris,-0.5,0.04,-0.03,0.45,-0.51
Lee Rouson,1.23,0.1,-0.02,0.64,1.23
Lee Smith,1.63,0.36,-0.28,1.48,1.62
Lee Suggs,2.14,0.35,0.49,1.13,2.14
Lee Vickers,-0.77,0.02,0.0,0.4,-0.77
Lee Weigel,-0.81,0.04,0.05,0.36,-0.82
Lee White,-0.17,0.05,0.0,0.25,-0.18
Leeland McElroy,1.19,0.05,-0.08,0.73,1.19
Legedu Naanee,2.02,4.86,0.66,2.97,2.02
Leland Douglas,-0.71,0.02,0.0,0.43,-0.72
Leland Glass,-0.47,0.06,0.83,0.6,-0.48
Len Dawson,3.08,4.98,3.03,3.66,3.15
Len Garrett,-0.75,0.02,0.0,0.4,-0.76
LenDale White,11.62,9.75,9.74,9.65,11.62
Lennox Gordon,-0.82,0.03,0.11,0.34,-0.82
Lenny Taylor,-0.66,0.11,0.07,0.47,-0.67
Lenvil Elliott,7.99,2.44,1.34,3.06,7.99
Lenzie Jackson,-0.77,0.02,0.0,0.4,-0.77
Leo Hart,-0.69,0.09,0.01,0.27,-0.69
Leo Hayden,-0.15,0.04,0.18,0.36,-0.15
Leo Lewis,3.49,1.64,1.07,2.98,3.49
Leon Bright,1.82,0.2,0.05,0.56,1.81
Leon Burns,0.96,0.04,0.04,0.62,0.95
Leon Crosswhite,0.25,0.03,-0.05,0.52,0.24
Leon Gonzalez,-0.64,0.02,-0.03,0.36,-0.64
Leon Johnson,4.62,0.6,0.71,2.16,4.62
Leon McQuay,0.64,0.11,0.02,0.17,0.63
Leon Neal,-0.83,0.02,0.0,0.36,-0.84
Leon Perry,1.03,0.11,0.12,0.22,1.02
Leon Washington,10.78,4.39,-0.63,7.47,10.79
Leonard Fournette,22.11,19.17,21.5,21.18,22.12
Leonard Hankerson,2.58,1.39,2.04,2.85,2.58
Leonard Harris,1.82,1.37,0.89,2.36,1.82
Leonard Henry,-0.7,0.03,-0.17,0.35,-0.7
Leonard Moore,-0.82,0.03,0.21,0.37,-0.82
Leonard Pope,2.57,0.74,-0.67,2.57,2.57
Leonard Russell,16.72,13.0,10.28,15.54,16.72
Leonard Stephens,-0.78,0.02,0.0,0.39,-0.78
Leonard Thompson,5.79,3.0,2.11,4.32,5.79
Leonard Weaver,2.76,0.74,0.33,1.79,2.76
Leonard Williams,-0.81,0.04,0.02,0.36,-0.82
Leonard Willis,-0.35,0.06,-0.03,0.27,-0.36
Leonte Carroo,-0.3,0.06,0.01,0.49,-0.31
Leroy Harris,8.32,1.7,0.59,3.81,8.31
Leroy Hoard,22.76,10.96,10.35,20.61,22.75
Leroy Kelly,13.51,13.92,27.07,10.24,13.49
Leroy Keyes,-0.7,0.04,-0.02,0.32,-0.71
Leroy Sledge,-0.61,0.03,-0.05,0.33,-0.62
Leroy Thompson,5.82,1.26,1.11,3.11,5.82
Les Goodman,0.12,0.04,-0.04,0.31,0.11
Les Shy,-0.46,0.05,1.31,0.27,-0.47
Les Strayhorn,0.14,0.07,-0.26,0.24,0.13
Leslie Shepherd,9.15,4.25,2.51,6.36,9.14
Lestar Jean,-0.45,0.03,-0.04,0.5,-0.45
Levi Brown,-0.87,0.02,-0.19,0.36,-0.88
Levine Toilolo,2.08,0.61,-0.03,2.41,2.08
Lew Barnes,0.24,0.12,0.03,0.25,0.23
Lew Porter,-0.81,0.04,0.02,0.36,-0.82
Lewis Bennett,-0.7,0.02,0.0,0.44,-0.7
Lewis Gilbert,-0.82,0.02,0.0,0.37,-0.83
Lewis Jolley,-0.56,0.03,-0.02,0.31,-0.57
Lewis Tillman,6.51,2.06,0.73,4.67,6.52
Lex Hilliard,0.73,0.05,0.09,0.78,0.72
Lil'Jordan Humphrey,1.23,0.36,0.63,1.57,1.22
Limas Sweed,-0.63,0.03,-0.01,0.48,-0.63
Lin Dawson,0.89,0.86,1.66,2.0,0.89
Lincoln Coleman,0.78,0.04,0.02,0.74,0.78
Lincoln Minor,-0.82,0.03,0.28,0.37,-0.82
Lindsay Scott,0.34,0.22,0.13,1.24,0.34
Linzy Cole,-0.34,0.06,-0.03,0.28,-0.35
Lionel Gates,-0.83,0.02,0.0,0.36,-0.84
Lionel James,7.86,6.57,9.48,5.24,7.84
Lionel Manuel,2.94,5.54,3.47,3.76,2.94
Lionel Vital,0.54,0.04,0.0,0.33,0.53
Lloyd Pate,0.27,0.05,-0.01,0.46,0.27
Loaird McCreary,-0.72,0.02,0.0,0.42,-0.73
Logan Paulsen,1.97,0.65,0.58,2.42,1.96
Logan Payne,-0.78,0.02,0.0,0.39,-0.78
Logan Thomas,5.59,2.82,1.68,5.23,5.58
Logan Woodside,-0.89,0.03,0.08,0.36,-0.89
Lon Boyett,-0.83,0.02,0.0,0.36,-0.84
Lonnie Johnson,3.55,2.69,4.31,4.37,3.55
Lonnie Perrin,4.42,0.42,0.77,1.31,4.41
Lonyae Miller,-0.83,0.02,0.0,0.36,-0.84
Lonzell Hill,1.49,2.13,0.39,2.29,1.48
Loren Snyder,-0.79,0.02,-0.04,0.32,-0.79
Lorenzo Booker,0.16,0.57,0.13,1.06,0.16
Lorenzo Davis,-0.83,0.02,0.0,0.36,-0.84
Lorenzo Diamond,-0.6,0.03,-0.01,0.5,-0.61
Lorenzo Hampton,12.96,9.9,6.91,8.18,12.94
Lorenzo Neal,7.42,2.17,0.35,4.2,7.42
Lorenzo Taliaferro,1.76,0.05,-0.08,1.08,1.75
Lorenzo White,19.04,15.29,18.52,17.47,19.04
Lou D'Agostino,-0.83,0.02,0.0,0.36,-0.84
Lou Piccone,2.02,0.82,-0.07,1.67,2.01
Louie Giammona,4.85,0.44,1.95,1.24,4.82
Louis Carter,3.25,0.43,1.22,0.86,3.24
Louis Clark,0.82,0.66,0.87,1.79,0.82
Louis Jackson,-0.21,0.03,0.04,0.4,-0.22
Louis Lipps,8.68,7.22,2.49,5.59,8.66
Louis Murphy,6.03,5.45,2.69,5.88,6.03
Louis Neal,-0.54,0.03,-0.04,0.42,-0.55
Louis Rankin,-0.72,0.03,-0.0,0.4,-0.73
Louis Watson,-0.82,0.02,0.0,0.37,-0.83
Lousaka Polite,0.91,0.3,0.43,1.27,0.91
Lovell Pinkney,-0.79,0.02,0.0,0.38,-0.8
Lovett Purnell,0.24,0.09,-0.07,0.71,0.24
Lucas Krull,-0.21,0.03,-0.04,0.74,-0.22
Lucky Jackson,-0.83,0.02,0.0,0.36,-0.84
Lucky Whitehead,-0.61,0.14,0.05,0.38,-0.61
Luke Falk,-1.5,0.02,-0.01,0.34,-1.47
Luke Farrell,-0.19,0.31,0.31,0.9,-0.19
Luke Lawton,-0.37,0.05,0.8,0.55,-0.38
Luke McCaffrey,-0.51,0.03,-0.01,0.58,-0.51
Luke McCown,-1.96,0.03,0.04,0.45,-1.88
Luke Musgrave,0.05,0.17,0.06,1.04,0.05
Luke Schoonmaker,0.21,0.16,-0.03,0.95,0.2
Luke Stocker,1.51,0.75,-0.28,2.17,1.5
Luke Willson,2.74,0.9,-0.41,2.76,2.73
Luther Blue,0.15,0.16,0.14,0.89,0.15
Luther Broughton,0.86,0.32,0.23,1.42,0.86
Lydell Carr,-0.83,0.02,0.0,0.36,-0.84
Lydell Mitchell,23.45,42.18,64.22,28.37,23.46
Lyneal Alston,-0.79,0.02,0.0,0.38,-0.8
Lynell Hamilton,0.2,0.03,-0.05,0.59,0.19
Lynn Bowden Jr.,-0.13,0.87,0.08,0.95,-0.13
Lynn Cain,12.05,7.35,5.66,7.74,12.04
Lynn Dickey,13.96,14.77,10.67,15.15,14.0
Lynn James,-0.58,0.04,0.18,0.39,-0.58
Lynn Swann,5.51,6.03,2.69,5.37,5.51
M.L. Harris,0.87,0.64,1.02,1.71,0.86
Mac Cody,-0.2,0.03,-0.04,0.76,-0.2
Mac Jones,-1.11,1.66,0.29,2.0,-0.93
MacArthur Lane,21.44,19.53,18.26,21.84,21.42
Macey Brooks,0.23,0.5,0.38,1.37,0.22
Mack Alston,0.99,0.86,1.68,1.84,0.99
Mack Boatner,-0.83,0.02,0.0,0.36,-0.84
Mack Cummings,-0.83,0.02,0.0,0.36,-0.84
Mack Herron,7.57,7.58,26.78,3.14,7.55
Mack Hollins,4.62,1.96,-1.32,4.32,4.62
Mack Strong,7.12,1.74,1.86,4.44,7.12
Madison Hedgecock,0.2,0.21,0.06,1.08,0.2
Madre Hill,-0.82,0.02,0.0,0.37,-0.83
Major Everett,-0.35,0.05,-0.15,0.33,-0.36
Malachi Corley,-0.74,0.04,0.05,0.39,-0.75
Malachi Dupre,-0.83,0.02,0.0,0.36,-0.84
Malaefou MacKenzie,-0.83,0.02,0.0,0.36,-0.84
Malcolm Barnwell,1.1,0.95,0.39,1.94,1.1
Malcolm Brown,6.57,1.72,0.17,3.36,6.57
Malcolm Floyd,0.12,0.17,0.06,0.99,0.12
Malcolm Johnson,-0.42,0.04,-0.01,0.65,-0.43
Malcolm Kelly,-0.12,0.31,0.31,0.98,-0.12
Malcolm Mitchell,0.28,0.16,-0.03,0.89,0.27
Malcolm Moore,-0.75,0.02,0.0,0.4,-0.76
Malcolm Perry,-0.54,0.04,-0.03,0.42,-0.55
Malcolm Scott,-0.52,0.03,-0.01,0.57,-0.52
Malcom Floyd,10.87,9.13,2.8,10.13,10.86
Malik Cunningham,-0.83,0.02,0.0,0.36,-0.84
Malik Davis,-0.23,0.03,-0.16,0.46,-0.24
Malik Heath,0.01,0.05,-0.04,0.73,0.01
Malik Nabers,2.3,3.49,18.16,2.8,2.3
Malik Taylor,-0.54,0.13,0.24,0.42,-0.54
Malik Turner,0.18,0.07,-0.04,0.78,0.18
Malik Washington,0.11,0.05,0.01,0.84,0.11
Malik Willis,-0.41,0.03,0.02,0.53,-0.38
Manase Tonga,-0.78,0.03,0.21,0.39,-0.78
Manfred Moore,1.11,0.25,-0.29,0.43,1.1
Manuel Johnson,-0.77,0.02,0.0,0.4,-0.77
MarQueis Gray,-0.25,0.06,0.11,0.78,-0.25
MarShawn Lloyd,-0.82,0.03,0.05,0.36,-0.82
MarTay Jenkins,1.51,1.49,1.15,2.29,1.5
Marc Boerigter,1.17,0.3,0.42,1.37,1.17
Marc Brown,-0.71,0.02,0.0,0.43,-0.72
Marc Bulger,1.67,9.38,10.03,5.64,1.99
Marc Edwards,5.07,1.42,1.66,3.68,5.07
Marc Logan,9.84,2.33,0.35,4.66,9.83
Marc Mariani,-0.18,0.7,0.2,0.89,-0.18
Marc May,-0.71,0.02,-0.03,0.33,-0.71
Marc Wilson,8.7,6.37,8.36,8.48,8.74
Marcedes Lewis,13.85,11.09,2.95,13.59,13.84
Marcel Jensen,-0.82,0.02,0.0,0.37,-0.83
Marcel Reece,6.42,1.94,0.71,4.46,6.43
Marcel Shipp,7.37,3.37,1.37,4.71,7.38
Marcell Ateman,-0.16,0.04,-0.04,0.8,-0.16
Marcellus Rivers,0.69,0.23,0.26,1.37,0.69
Marco Battaglia,1.36,1.03,1.47,2.41,1.36
Marcus Allen,74.82,73.8,55.17,86.11,74.72
Marcus Anderson,-0.6,0.02,-0.03,0.39,-0.6
Marcus Baugh,-0.82,0.02,0.0,0.37,-0.83
Marcus Dowdell,0.4,0.18,0.05,1.17,0.4
Marcus Dupree,-0.1,0.03,0.03,0.37,-0.1
Marcus Easley,-0.61,0.02,-0.03,0.38,-0.62
Marcus Hinton,-0.83,0.02,0.0,0.36,-0.84
Marcus Holliday,-0.83,0.02,0.0,0.36,-0.84
Marcus Johnson,1.13,0.78,0.82,2.01,1.12
Marcus Kemp,-0.72,0.02,0.0,0.42,-0.73
Marcus Knight,-0.77,0.02,0.0,0.4,-0.77
Marcus Mailei,-0.83,0.02,0.0,0.36,-0.84
Marcus Mariota,10.3,5.86,1.86,11.6,10.38
Marcus Mason,-0.69,0.03,-0.05,0.37,-0.69
Marcus Maxwell,-0.81,0.02,0.0,0.38,-0.81
Marcus Murphy,-0.42,0.06,0.01,0.47,-0.42
Marcus Nash,-0.72,0.02,0.0,0.42,-0.73
Marcus Pollard,10.99,9.93,7.05,11.36,10.98
Marcus Robinson,12.4,10.07,8.14,13.14,12.39
Marcus Smith,-0.78,0.02,0.0,0.39,-0.78
Marcus Thigpen,-0.52,0.05,-0.09,0.42,-0.52
Marcus Thomas,-0.83,0.02,0.0,0.36,-0.84
Marcus Williams,-0.83,0.02,0.0,0.36,-0.84
Marcus Wilson,-0.8,0.04,0.02,0.37,-0.8
Mardy Gilyard,-0.53,0.03,-0.01,0.55,-0.54
Mardye McDole,-0.57,0.03,-0.03,0.31,-0.57
Mareno Philyaw,-0.83,0.02,0.0,0.36,-0.84
Margene Adkins,0.22,0.12,0.31,0.44,0.21
Mario Alford,-0.82,0.02,0.0,0.37,-0.83
Mario Bates,18.64,9.01,4.31,16.96,18.61
Mario Manningham,6.23,3.92,2.68,5.58,6.22
Mario Perry,-0.82,0.02,0.0,0.37,-0.83
Marion Barber III,28.4,22.1,14.3,29.79,28.39
Marion Barber Jr.,1.42,0.07,0.01,0.74,1.41
Marion Butts,21.96,17.36,23.26,23.74,21.95
Marion Grice,-0.22,0.12,0.09,0.53,-0.23
Mark Andrews,13.66,28.64,37.61,15.9,13.64
Mark Anelli,-0.83,0.02,0.0,0.36,-0.84
Mark Bailey,1.03,0.07,-0.12,0.5,1.02
Mark Bavaro,6.68,5.56,16.65,6.43,6.68
Mark Bell,-0.61,0.02,-0.03,0.38,-0.62
Mark Bellini,-0.7,0.02,0.0,0.44,-0.7
Mark Boyer,2.04,3.17,4.01,3.05,2.04
Mark Bradley,3.08,1.78,0.64,3.21,3.07
Mark Brammer,1.11,0.9,0.81,1.96,1.11
Mark Bruener,4.94,2.03,1.95,4.32,4.93
Mark Brunell,8.66,19.57,11.6,14.06,8.94
Mark Campbell,3.71,0.99,0.37,3.73,3.7
Mark Carrier,15.42,10.3,8.97,13.28,15.43
Mark Chmura,5.04,4.63,6.95,4.57,5.04
Mark Clayton,19.63,16.83,25.2,17.13,19.63
Mark Didio,-0.78,0.02,0.0,0.39,-0.78
Mark Duper,7.92,19.08,27.96,8.95,7.94
Mark Gehring,-0.77,0.02,0.0,0.4,-0.77
Mark Green,2.8,0.1,0.14,1.1,2.79
Mark Harris,-0.51,0.03,-0.01,0.58,-0.51
Mark Hartsell,-0.83,0.02,0.0,0.36,-0.84
Mark Herrmann,-0.37,0.59,-0.45,0.92,-0.25
Mark Higgs,7.94,3.74,4.18,6.48,7.94
Mark Ingram,45.77,43.98,15.23,53.39,45.78
Mark Iwanowski,-0.83,0.02,0.0,0.36,-0.84
Mark Jackson,8.2,6.54,5.2,7.17,8.2
Mark Jones,-0.77,0.02,0.0,0.4,-0.77
Mark Keel,-0.72,0.02,0.0,0.42,-0.73
Mark Kellar,-0.62,0.03,-0.05,0.32,-0.63
Mark Konecny,-0.38,0.05,0.06,0.28,-0.39
Mark Lewis,-0.77,0.02,0.0,0.4,-0.77
Mark Malone,12.24,4.12,7.45,9.0,12.26
Mark Manges,-0.83,0.02,0.0,0.36,-0.84
Mark McGrath,-0.63,0.03,-0.01,0.48,-0.63
Mark Miller,-0.37,0.03,0.01,0.39,-0.37
Mark Nichols,1.37,1.37,0.79,2.01,1.36
Mark Pattison,-0.67,0.03,-0.01,0.45,-0.67
Mark Reed,-0.88,0.04,-0.14,0.35,-0.88
Mark Rypien,10.03,9.7,9.55,8.47,10.03
Mark Sanchez,5.41,3.39,2.18,5.82,5.57
Mark Seay,3.53,0.98,-0.76,3.81,3.53
Mark Stevens,-0.17,0.03,-0.08,0.46,-0.18
Mark Stock,-0.72,0.02,0.0,0.42,-0.73
Mark Thomas,-0.82,0.02,0.0,0.37,-0.83
Mark Vlasic,-0.44,0.08,0.02,0.28,-0.44
Mark Walczak,-0.61,0.03,-0.03,0.29,-0.61
Mark Walton,-0.35,0.06,0.01,0.57,-0.35
Mark Wheeler,-0.81,0.02,0.0,0.38,-0.81
Mark Wilson,-0.83,0.02,0.0,0.36,-0.84
Mark Witte,-0.75,0.02,0.0,0.4,-0.76
Mark van Eeghen,23.37,30.47,22.73,27.9,23.37
Marken Michel,-0.83,0.02,0.0,0.36,-0.84
Marko Mitchell,-0.74,0.02,0.0,0.41,-0.74
Markus Wheaton,2.89,1.74,2.2,3.32,2.88
Marlin Briscoe,2.1,6.6,12.96,3.14,2.11
Marlion Jackson,-0.83,0.02,0.0,0.36,-0.84
Marlon Barnes,-0.76,0.03,0.03,0.35,-0.77
Marlon Brown,1.93,0.67,0.3,2.38,1.92
Marlon Mack,11.1,7.65,7.72,9.03,11.1
Marlon Moore,0.25,0.65,0.19,0.95,0.24
Marqise Lee,4.58,3.4,2.05,4.89,4.57
Marques Colston,22.46,29.25,28.6,27.48,22.45
Marques Hagans,-0.61,0.03,-0.01,0.5,-0.61
Marques Tuiasosopo,-1.11,0.03,0.0,0.36,-1.1
Marquess Wilson,0.91,0.6,0.65,1.75,0.91
Marquez Callaway,1.93,0.64,0.58,2.37,1.92
Marquez Stevenson,-0.83,0.02,0.0,0.36,-0.84
Marquez Valdes-Scantling,7.15,4.91,2.96,6.5,7.15
Marquez Williams,-0.82,0.02,0.0,0.37,-0.83
Marquis Bundy,-0.79,0.02,0.0,0.38,-0.8
Marquis Johnson,-0.83,0.02,0.0,0.36,-0.84
Marquis Pleasant,-0.81,0.02,0.0,0.38,-0.81
Marquis Weeks,-0.83,0.04,0.01,0.36,-0.84
Marquise Brown,9.78,6.62,2.22,8.51,9.78
Marquise Goodwin,6.42,2.66,0.71,5.85,6.41
Marrio Grier,0.14,0.03,0.02,0.51,0.13
Marsh White,0.35,0.03,0.03,0.47,0.35
Marshall Faulk,66.27,77.97,95.92,79.27,66.28
Marshall Johnson,-0.08,0.08,-0.07,0.28,-0.09
Marshawn Lynch,47.55,48.67,47.06,56.2,47.54
Martavis Bryant,5.03,3.42,0.97,3.98,5.02
Martellus Bennett,11.35,7.58,11.05,9.93,11.35
Martin Nance,-0.74,0.02,0.0,0.41,-0.74
Martin Rucker,-0.74,0.02,0.0,0.41,-0.74
Martin Sartin,-0.06,0.03,0.03,0.39,-0.07
Martrez Milner,-0.71,0.02,0.0,0.43,-0.72
Marty Booker,17.55,10.22,6.77,15.73,17.55
Marty Domres,3.79,5.67,1.41,1.41,3.81
Marty Horn,-0.83,0.02,-0.04,0.32,-0.83
Marty Thompson,-0.82,0.02,0.0,0.37,-0.83
Marv Cook,4.63,3.65,3.06,5.2,4.63
Marv Fleming,-0.18,0.31,0.31,0.92,-0.18
Marv Hubbard,14.94,12.33,10.62,15.06,14.93
Marv Owens,-0.83,0.02,0.0,0.36,-0.84
Marv Williams,-0.83,0.02,0.0,0.36,-0.84
Marvin Allen,0.41,0.03,0.03,0.48,0.4
Marvin Hall,0.73,0.25,-0.09,1.26,0.72
Marvin Hargrove,-0.59,0.03,-0.03,0.3,-0.6
Marvin Harrison,38.22,50.62,63.24,54.37,38.2
Marvin Harrison Jr.,1.67,1.13,1.72,1.94,1.66
Marvin Harvey,-0.83,0.02,0.0,0.36,-0.84
Marvin Jones,18.25,17.98,11.58,20.89,18.24
Marvin Lewis,-0.83,0.02,0.0,0.36,-0.84
Marvin Marshall,-0.81,0.02,0.0,0.38,-0.81
Marvin McNutt,-0.79,0.02,0.0,0.38,-0.8
Marvin Mims,1.16,0.48,0.49,1.4,1.15
Marvin Powell,-0.82,0.02,0.0,0.37,-0.83
Marvin Sims,0.25,0.03,0.02,0.59,0.24
Mason Kinsey,-0.78,0.02,0.0,0.39,-0.78
Mason Rudolph,0.4,0.56,0.09,1.22,0.42
Mason Schreck,-0.79,0.02,0.0,0.38,-0.8
Mason Tipton,-0.48,0.03,-0.01,0.6,-0.48
Matt Asiata,9.56,5.31,5.48,5.52,9.56
Matt Barkley,-1.85,0.2,-0.18,0.53,-1.77
Matt Blundin,-0.86,0.02,-0.19,0.36,-0.86
Matt Bouza,2.95,4.11,2.65,3.81,2.96
Matt Breida,6.97,2.82,2.03,4.74,6.98
Matt Bushman,-0.83,0.02,0.0,0.36,-0.84
Matt Cassel,3.88,2.76,2.44,5.12,3.98
Matt Cavanaugh,2.56,0.95,0.56,1.24,2.54
Matt Cercone,-0.83,0.02,0.0,0.36,-0.84
Matt Cole,-0.83,0.02,0.0,0.36,-0.84
Matt Cushing,-0.46,0.03,-0.04,0.49,-0.46
Matt Dominguez,-0.77,0.02,0.0,0.4,-0.77
Matt Flanagan,-0.82,0.02,0.0,0.37,-0.83
Matt Flynn,0.49,0.1,0.09,0.92,0.47
Matt Forte,39.22,52.09,58.41,48.92,39.26
Matt Gutierrez,-0.87,0.06,-0.04,0.37,-0.87
Matt Hasselbeck,5.89,9.17,7.01,10.06,6.19
Matt Hazel,-0.81,0.02,0.0,0.38,-0.81
Matt Jones,8.62,1.87,-0.19,4.77,8.62
Matt Kofler,-0.04,0.03,-0.1,0.52,-0.04
Matt Kranchick,-0.82,0.02,0.0,0.37,-0.83
Matt LaCosse,0.22,0.18,0.06,1.1,0.21
Matt Lawrence,-0.82,0.02,0.0,0.37,-0.83
Matt Leinart,-2.08,0.09,-0.24,0.88,-1.94
Matt Lengel,-0.46,0.08,-0.0,0.37,-0.46
Matt Lytle,-0.76,0.03,-0.03,0.38,-0.76
Matt Maslowski,-0.79,0.02,0.0,0.38,-0.8
Matt Mauck,-1.04,0.03,0.04,0.34,-1.03
Matt McGloin,-0.63,0.04,0.02,0.59,-0.62
Matt Moore,2.15,1.3,0.38,2.11,2.14
Matt Murphy,-0.71,0.02,0.0,0.43,-0.72
Matt Robinson,2.15,0.47,0.14,1.11,2.2
Matt Ryan,15.4,20.68,19.85,21.4,15.66
Matt Schaub,-0.31,8.47,11.45,4.95,0.05
Matt Schobel,2.84,0.82,-0.41,2.74,2.83
Matt Simms,-0.84,0.03,0.02,0.36,-0.84
Matt Snell,-0.03,0.04,0.03,0.28,-0.03
Matt Snider,-0.83,0.02,0.0,0.36,-0.84
