Player,Season,Passing Yds,Passing Tds,Rushing Yds,Rushing Tds,Receiving Yds,Receiving Tds,VBD
Isaiah Burse,2016,0,0,0,0,4,0,0
Michael Burton,2016,0,0,0,0,1,0,0
Orson Charles,2016,0,0,0,0,0,0,0
Kellen Clemens,2016,0,0,-1,0,0,0,0
Asante Cleveland,2016,0,0,0,0,0,0,0
Chase Coffman,2016,0,0,0,0,0,0,0
Geremy Davis,2016,0,0,0,0,2,0,0
Kellen Davis,2016,0,0,0,0,1,0,0
Jim Dray,2016,0,0,0,0,0,0,0
Thomas Duarte,2016,0,0,0,0,0,0,0
Donteea Dye,2016,0,0,0,0,0,0,0
Isaac Fruechte,2016,0,0,0,0,1,0,0
Dillon Gordon,2016,0,0,0,0,0,0,0
Aaron Green,2016,0,0,0,0,0,0,0
Glenn Gronkowski,2016,0,0,0,0,0,0,0
Russell Hansbrough,2016,0,0,0,0,0,0,0
Cory Harkey,2016,0,0,0,0,0,0,0
Temarrick Hemingway,2016,0,0,0,0,0,0,0
Chad Henne,2016,0,0,-2,0,0,0,0
Austin Johnson,2016,0,0,0,0,0,0,0
Joe Kerridge,2016,0,0,0,0,0,0,0
Jake Lampman,2016,0,0,0,0,0,0,0
Khari Lee,2016,0,0,0,0,1,0,0
Dezmin Lewis,2016,0,0,0,0,1,0,0
Vince Mayle,2016,0,0,0,0,0,0,0
Tre McBride,2016,0,0,0,0,0,0,0
A.J. McCarron,2016,0,0,0,0,0,0,0
David Morgan,2016,0,0,0,0,1,0,0
Marcus Murphy,2016,0,0,0,0,1,0,0
Troy Niklas,2016,0,0,0,0,2,0,0
James O'Shaughnessy,2016,0,0,0,0,3,0,0
Ryan O'Malley,2016,0,0,0,0,0,0,0
Jordan Payton,2016,0,0,0,0,3,0,0
Riley Reiff,2016,0,0,0,0,0,0,0
Chase Reynolds,2016,0,0,0,0,1,0,0
Demarcus Robinson,2016,0,0,0,0,0,0,0
Khiry Robinson,2016,0,0,22,0,0,0,0
Mark Sanchez,2016,93,0,-2,0,0,0,0
Matt Schaub,2016,16,0,-2,0,0,0,0
Rashawn Scott,2016,0,0,0,0,0,0,0
Scott Simonson,2016,0,0,0,0,0,0,0
Rod Smith,2016,0,0,0,0,1,0,0
Tevaun Smith,2016,0,0,0,0,0,0,0
Randall Telfer,2016,0,0,0,0,7,0,0
Eric Tomlinson,2016,0,0,0,0,0,0,0
Will Tukuafu,2016,0,0,2,0,1,0,0
Hakeem Valles,2016,0,0,0,0,2,0,0
Herb Waters,2016,0,0,0,0,0,0,0
Joe Webb,2016,0,0,0,0,3,0,0
Eric Weems,2016,0,0,0,0,0,0,0
Kasen Williams,2016,0,0,0,0,1,0,0
Maxx Williams,2016,0,0,0,0,0,0,0
T.J. Yates,2016,0,0,0,0,0,0,0
Bralon Addison,2016,0,0,4,0,1,0,0
Sean Mannion,2016,19,0,-1,0,0,0,0
Tyler Ervin,2016,0,0,3,0,5,0,0
Brett Hundley,2016,17,0,-2,0,0,0,0
Ryan Mallett,2016,26,0,-6,0,0,0,0
Keshawn Martin,2016,0,0,0,0,0,0,0
Kalif Raymond,2016,0,0,0,0,2,0,0
Matthew Slater,2016,0,0,5,0,1,0,0
Todd Gurley,2017,0,0,1305,13,87,6,192
Le'Veon Bell,2017,0,0,1291,9,106,2,130
Kareem Hunt,2017,0,0,1327,8,63,3,115
Alvin Kamara,2017,0,0,728,8,100,5,112
Melvin Gordon,2017,0,0,1105,8,83,4,103
DeAndre Hopkins,2017,0,0,0,0,174,13,103
Antonio Brown,2017,0,0,0,0,163,9,98
Russell Wilson,2017,3983,34,586,3,0,0,93
Mark Ingram,2017,0,0,1124,12,71,0,93
LeSean McCoy,2017,0,0,1138,6,77,2,78
Rob Gronkowski,2017,0,0,0,0,105,8,77
Keenan Allen,2017,0,0,9,0,159,6,71
Travis Kelce,2017,0,0,7,0,122,8,69
Leonard Fournette,2017,0,0,1040,9,48,1,67
Tyreek Hill,2017,0,0,59,0,105,7,59
Julio Jones,2017,0,0,15,0,148,3,53
Marvin Jones,2017,0,0,0,0,107,9,53
Jordan Howard,2017,0,0,1122,9,32,0,50
Ezekiel Elliott,2017,0,0,983,7,38,2,50
Carlos Hyde,2017,0,0,938,8,88,0,48
Zach Ertz,2017,0,0,0,0,110,8,47
Brandin Cooks,2017,0,0,40,0,114,7,45
Cam Newton,2017,3302,22,754,6,0,0,44
Dion Lewis,2017,0,0,896,6,35,3,44
Michael Thomas,2017,0,0,0,0,149,5,44
Tom Brady,2017,4577,32,28,0,0,0,41
A.J. Green,2017,0,0,0,0,143,8,41
Larry Fitzgerald,2017,21,0,0,0,161,6,41
Alex Smith,2017,4042,26,355,1,0,0,40
Adam Thielen,2017,0,0,11,0,142,4,38
Davante Adams,2017,0,0,0,0,117,10,38
Devonta Freeman,2017,0,0,865,7,47,1,37
Doug Baldwin,2017,0,0,-8,0,116,8,37
Jarvis Landry,2017,0,0,-7,0,161,9,37
Jimmy Graham,2017,0,0,0,0,96,10,32
Lamar Miller,2017,0,0,888,3,45,3,30
JuJu Smith-Schuster,2017,0,0,0,0,79,7,29
Alshon Jeffery,2017,0,0,0,0,120,9,28
Evan Engram,2017,0,0,14,0,115,6,28
Carson Wentz,2017,3296,33,299,0,0,0,26
Robbie Chosen,2017,0,0,9,0,114,7,26
Stefon Diggs,2017,0,0,13,0,95,8,23
Kirk Cousins,2017,4093,27,179,4,0,0,22
Christian McCaffrey,2017,0,0,435,2,113,5,22
Golden Tate,2017,0,0,22,0,120,5,22
Alex Collins,2017,0,0,973,6,36,0,21
Mike Evans,2017,0,0,0,0,136,5,21
Nelson Agholor,2017,0,0,7,0,95,8,21
Devin Funchess,2017,0,0,0,0,111,8,21
C.J. Anderson,2017,0,0,1007,3,40,1,20
Kyle Rudolph,2017,0,0,0,0,81,8,19
Delanie Walker,2017,0,0,-2,1,111,3,19
Matthew Stafford,2017,4446,29,98,0,0,0,18
Frank Gore,2017,0,0,961,3,38,1,18
Marshawn Lynch,2017,0,0,891,7,31,0,17
Philip Rivers,2017,4515,28,-2,0,0,0,15
Latavius Murray,2017,0,0,842,8,17,0,15
Duke Johnson,2017,0,0,348,4,93,3,15
Tevin Coleman,2017,0,0,628,5,39,3,14
Cameron Brate,2017,0,0,0,0,77,6,13
Demaryius Thomas,2017,0,0,0,0,140,5,12
T.Y. Hilton,2017,0,0,0,0,109,4,8
Drew Brees,2017,4334,23,12,2,0,0,7
Jack Doyle,2017,0,0,0,0,108,4,7
Kenny Stills,2017,0,0,0,0,105,6,6
Dez Bryant,2017,0,0,-4,0,132,6,6
Ben Roethlisberger,2017,4251,28,47,0,0,0,5
Dak Prescott,2017,3324,22,357,6,0,0,5
DeMarco Murray,2017,0,0,659,6,47,1,5
Cooper Kupp,2017,0,0,0,0,94,5,4
Michael Crabtree,2017,0,0,0,0,101,8,3
Marquise Goodwin,2017,0,0,44,0,105,2,2
Jason Witten,2017,0,0,0,0,87,5,2
Tyler Kroft,2017,0,0,0,0,62,7,1
Jared Goff,2017,3804,28,51,1,0,0,0
Blake Bortles,2017,3687,21,322,2,0,0,0
Case Keenum,2017,3547,22,160,1,0,0,0
Matt Ryan,2017,4095,20,143,0,0,0,0
Tyrod Taylor,2017,2799,14,427,4,0,0,0
Andy Dalton,2017,3320,25,99,0,0,0,0
Marcus Mariota,2017,3232,13,312,5,0,0,0
Jacoby Brissett,2017,3098,13,260,4,0,0,0
Derek Carr,2017,3496,22,66,0,0,0,0
Josh McCown,2017,2926,18,124,5,0,0,0
Jameis Winston,2017,3504,19,135,1,0,0,0
Eli Manning,2017,3468,19,26,1,0,0,0
Joe Flacco,2017,3141,18,54,1,0,0,0
DeShone Kizer,2017,2894,11,419,5,0,0,0
Deshaun Watson,2017,1699,19,269,2,0,0,0
Jay Cutler,2017,2666,19,32,0,0,0,0
Mitchell Trubisky,2017,2193,7,248,2,0,0,0
Aaron Rodgers,2017,1675,16,126,0,0,0,0
Jerick McKinnon,2017,0,0,570,3,68,2,0
Trevor Siemian,2017,2285,12,127,1,0,0,0
Derrick Henry,2017,0,0,744,5,17,1,0
Brett Hundley,2017,1836,9,270,2,1,0,0
Bilal Powell,2017,0,0,772,5,33,0,0
Javorius Allen,2017,0,0,591,4,60,2,0
Orleans Darkwa,2017,0,0,751,5,28,0,0
Jamaal Williams,2017,0,0,556,4,34,2,0
Isaiah Crowell,2017,0,0,853,2,42,0,0
Chris Thompson,2017,0,0,0,0,6,0,0
Jay Ajayi,2017,0,0,873,1,34,1,0
Jermaine Kearse,2017,0,0,0,0,102,5,0
Joe Mixon,2017,0,0,626,4,34,0,0
Amari Cooper,2017,0,0,4,0,96,7,0
Kenyan Drake,2017,0,0,644,3,48,1,0
Giovani Bernard,2017,0,0,458,2,60,2,0
Jonathan Stewart,2017,0,0,680,6,15,1,0
Ted Ginn Jr.,2017,0,0,39,0,70,4,0
Mohamed Sanu,2017,51,1,10,0,96,5,0
Sammy Watkins,2017,0,0,0,0,70,8,0
Robert Woods,2017,0,0,12,0,85,5,0
Paul Richardson,2017,0,0,0,0,80,6,0
Rishard Matthews,2017,0,0,-3,0,87,4,0
Carson Palmer,2017,1978,9,12,0,0,0,0
Theo Riddick,2017,0,0,286,3,71,2,0
LeGarrette Blount,2017,0,0,766,2,8,1,0
Rex Burkhead,2017,0,0,264,5,36,3,0
Ameer Abdullah,2017,0,0,552,4,35,1,0
Mike Wallace,2017,0,0,4,0,92,4,0
Tarik Cohen,2017,21,1,370,2,71,1,0
Travis Benjamin,2017,0,0,96,0,62,4,0
Tyrell Williams,2017,0,0,0,0,69,4,0
Jamison Crowder,2017,0,0,34,0,103,3,0
Randall Cobb,2017,10,0,17,0,92,4,0
Marqise Lee,2017,0,0,17,0,96,3,0
Keelan Cole,2017,0,0,0,0,83,3,0
C.J. Beathard,2017,1430,4,136,3,0,0,0
DeSean Jackson,2017,0,0,38,0,90,3,0
Kelvin Benjamin,2017,0,0,0,0,78,3,0
Jimmy Garoppolo,2017,1560,7,11,1,1,0,0
Samaje Perine,2017,0,0,603,1,24,1,0
Sterling Shepard,2017,0,0,4,0,84,2,0
Josh Doctson,2017,0,0,-14,0,78,6,0
Will Fuller,2017,0,0,9,0,50,7,0
Jordy Nelson,2017,0,0,0,0,88,6,0
Matt Breida,2017,0,0,465,2,36,1,0
Martavis Bryant,2017,0,0,22,0,84,3,0
Matt Forte,2017,0,0,381,2,45,1,0
Corey Clement,2017,0,0,321,4,15,2,0
Hunter Henry,2017,0,0,0,0,62,4,0
Marlon Mack,2017,0,0,358,3,33,1,0
Ryan Grant,2017,0,0,0,0,65,4,0
Austin Ekeler,2017,0,0,260,2,35,3,0
Jared Cook,2017,0,0,0,0,86,2,0
Vernon Davis,2017,0,0,0,0,69,3,0
Eric Ebron,2017,0,0,0,0,86,4,0
Tyler Lockett,2017,0,0,58,0,71,2,0
Danny Amendola,2017,0,0,0,0,86,2,0
James White,2017,0,0,171,0,72,3,0
Chris Hogan,2017,0,0,17,0,59,5,0
Ben Watson,2017,0,0,0,0,79,4,0
O.J. Howard,2017,0,0,0,0,39,6,0
Ryan Fitzpatrick,2017,1103,7,78,0,0,0,0
Albert Wilson,2017,0,0,6,0,62,3,0
Brandon LaFell,2017,0,0,0,0,89,3,0
DeVante Parker,2017,0,0,0,0,96,1,0
Rod Smith,2017,0,0,232,4,23,1,0
Jaron Brown,2017,0,0,0,0,69,4,0
Wayne Gallman,2017,0,0,476,0,48,1,0
Austin Hooper,2017,0,0,0,0,65,3,0
Aaron Jones,2017,0,0,448,4,18,0,0
Peyton Barber,2017,0,0,423,3,19,0,0
Ty Montgomery,2017,0,0,273,3,31,1,0
Charles Clay,2017,0,0,0,0,74,2,0
Mike Gillislee,2017,0,0,383,5,1,0,0
Adam Humphries,2017,0,0,6,0,83,1,0
Brock Osweiler,2017,1088,5,64,1,0,0,0
Adrian Peterson,2017,0,0,529,2,19,0,0
Emmanuel Sanders,2017,0,0,0,0,92,2,0
Kenny Golladay,2017,0,0,9,0,48,3,0
Doug Martin,2017,0,0,406,3,18,0,0
Deonte Thompson,2017,0,0,-5,0,69,2,0
Kendall Wright,2017,0,0,0,0,91,1,0
Alfred Morris,2017,0,0,547,1,9,0,0
JJ Nelson,2017,0,0,37,0,61,2,0
Brian Hoyer,2017,1287,4,4,1,0,0,0
Chris Ivory,2017,0,0,382,1,28,1,0
George Kittle,2017,0,0,0,0,63,2,0
Marcedes Lewis,2017,0,0,0,0,48,5,0
J.D. McKissic,2017,0,0,187,1,46,2,0
David Njoku,2017,0,0,1,0,60,4,0
Eric Decker,2017,0,0,0,0,83,1,0
Blaine Gabbert,2017,1086,6,82,0,0,0,0
Jeremy Maclin,2017,0,0,0,0,72,3,0
Devontae Booker,2017,0,0,299,1,38,0,0
Allen Hurns,2017,0,0,0,0,56,2,0
Chris Godwin,2017,0,0,0,0,55,1,0
Elijah McGuire,2017,0,0,315,1,26,1,0
Jalen Richard,2017,0,0,275,1,36,1,0
Garrett Celek,2017,0,0,0,0,33,4,0
Kerwynn Williams,2017,0,0,426,1,15,0,0
Terrance Williams,2017,0,0,15,0,78,0,0
T.J. Yeldon,2017,0,0,253,2,41,0,0
Trey Burton,2017,0,0,0,0,31,5,0
Julius Thomas,2017,0,0,0,0,62,3,0
Cole Beasley,2017,0,0,0,0,63,4,0
Jesse James,2017,0,0,0,0,63,3,0
Cordarrelle Patterson,2017,0,0,121,2,42,0,0
Torrey Smith,2017,0,0,-3,0,67,2,0
Dalvin Cook,2017,0,0,354,2,16,0,0
Roger Lewis,2017,0,0,0,0,72,2,0
Bennie Fowler,2017,0,0,0,0,56,3,0
Trent Taylor,2017,0,0,0,0,60,2,0
Austin Seferian-Jenkins,2017,0,0,0,0,74,3,0
D'Onta Foreman,2017,0,0,327,2,8,0,0
Donte Moncrief,2017,0,0,0,0,47,2,0
Tom Savage,2017,1412,5,2,0,0,0,0
DeAndre Washington,2017,0,0,153,2,45,1,0
Brice Butler,2017,0,0,0,0,23,3,0
Brandon Coleman,2017,0,0,0,0,37,3,0
Ed Dickson,2017,0,0,0,0,48,1,0
Pierre Garcon,2017,0,0,0,0,67,0,0
Antonio Gates,2017,0,0,0,0,52,3,0
Drew Stanton,2017,894,6,7,0,0,0,0
Odell Beckham Jr.,2017,0,0,8,0,41,3,0
John Brown,2017,0,0,10,0,55,3,0
Taylor Gabriel,2017,0,0,49,0,51,1,0
Andre Ellington,2017,0,0,55,1,59,0,0
T.J. Jones,2017,0,0,0,0,49,1,0
Chris Moore,2017,0,0,-9,0,38,3,0
Seth Roberts,2017,0,0,0,0,65,1,0
Bruce Ellington,2017,0,0,17,0,57,2,0
Charcandrick West,2017,0,0,72,2,34,2,0
Jamaal Charles,2017,0,0,296,1,28,0,0
Josh Bellamy,2017,0,0,6,0,46,1,0
Seth Devalve,2017,0,0,0,0,58,1,0
Jermaine Gresham,2017,0,0,0,0,46,2,0
Zay Jones,2017,0,0,0,0,74,2,0
Corey Coleman,2017,0,0,0,0,58,2,0
Cody Latimer,2017,0,0,0,0,31,2,0
Coby Fleener,2017,0,0,0,0,30,2,0
Rashard Higgins,2017,0,0,4,0,50,2,0
Tavarres King,2017,0,0,3,0,37,3,0
Nick O'Leary,2017,0,0,0,0,32,2,0
Matt Moore,2017,861,4,9,0,0,0,0
Stephen Anderson,2017,0,0,0,0,52,1,0
Josh Gordon,2017,0,0,0,0,42,1,0
Justin Hardy,2017,0,0,0,0,29,3,0
Dontrelle Inman,2017,0,0,0,0,44,1,0
Shane Vereen,2017,0,0,164,0,53,0,0
Dede Westbrook,2017,0,0,0,0,51,1,0
Damien Williams,2017,0,0,181,0,28,1,0
Corey Grant,2017,0,0,248,2,4,0,0
Robert Kelley,2017,0,0,194,3,7,0,0
Luke Willson,2017,0,0,0,0,22,4,0
Alfred Blue,2017,0,0,262,1,9,0,0
Kenny Britt,2017,0,0,0,0,43,2,0
Aldrick Robinson,2017,0,0,0,0,48,2,0
Jacquizz Rodgers,2017,0,0,244,1,11,0,0
Ricky Seals-Jones,2017,0,0,0,0,28,3,0
Charles Sims,2017,0,0,95,0,47,1,0
Benny Cunningham,2017,0,0,29,0,26,2,0
Mike Davis,2017,0,0,240,0,18,0,0
Kyle Juszczyk,2017,0,0,31,0,42,1,0
Mike Tolbert,2017,0,0,247,1,17,0,0
Malcolm Brown,2017,0,0,246,1,11,0,0
Corey Davis,2017,0,0,0,0,65,0,0
Rhett Ellison,2017,0,0,0,0,32,2,0
Gerald Everett,2017,0,0,13,0,32,2,0
Darren Fells,2017,0,0,0,0,26,3,0
Tyler Higbee,2017,0,0,0,0,45,1,0
Johnny Holton,2017,0,0,0,0,18,3,0
Ricardo Louis,2017,0,0,0,0,61,0,0
Zach Miller,2017,0,0,0,0,35,2,0
Tyler Boyd,2017,0,0,0,0,32,2,0
Chester Rogers,2017,0,0,8,0,37,1,0
Michael Campanaro,2017,0,0,42,0,27,1,0
A.J. Derby,2017,0,0,0,0,40,2,0
Nick Foles,2017,537,5,3,0,0,0,0
Mike Glennon,2017,833,4,4,0,0,0,0
Kevin Hogan,2017,517,4,71,0,0,0,0
Wendell Smallwood,2017,0,0,174,1,18,0,0
T.J. Yates,2017,523,4,51,0,0,0,0
Chris Carson,2017,0,0,208,0,8,1,0
Jordan Reed,2017,0,0,0,0,35,2,0
Taywan Taylor,2017,0,0,43,0,28,1,0
Jakeem Grant,2017,0,0,12,0,22,2,0
Jordan Matthews,2017,0,0,0,0,36,1,0
Jarius Wright,2017,0,0,0,0,25,2,0
Adam Shaheen,2017,0,0,0,0,14,3,0
Tavon Austin,2017,0,0,270,1,22,0,0
Damiere Byrd,2017,0,0,12,0,17,2,0
Tion Green,2017,0,0,165,2,2,0,0
Andre Holmes,2017,0,0,0,0,22,3,0
Terrelle Pryor,2017,0,0,0,0,37,1,0
Martellus Bennett,2017,0,0,0,0,44,0,0
Mack Hollins,2017,0,0,0,0,22,1,0
Demetrius Harris,2017,0,0,0,0,35,1,0
Elijhaa Penny,2017,0,0,124,2,6,0,0
Russell Shepard,2017,0,0,19,0,32,1,0
Jonnu Smith,2017,0,0,0,0,30,2,0
Kapri Bibbs,2017,0,0,79,0,17,1,0
Sam Bradford,2017,382,3,-3,0,0,0,0
De'Anthony Thomas,2017,0,0,4,0,16,2,0
Kendrick Bourne,2017,0,0,0,0,34,0,0
Jeff Heuerman,2017,0,0,0,0,21,2,0
Lance Kendricks,2017,0,0,0,0,35,1,0
Terrance West,2017,0,0,138,2,4,0,0
Danny Woodhead,2017,0,0,56,0,39,0,0
Virgil Green,2017,0,0,0,0,22,1,0
Vance McDonald,2017,0,0,0,0,24,1,0
Greg Olsen,2017,0,0,0,0,38,1,0
Bryce Petty,2017,544,1,55,0,0,0,0
Alex Erickson,2017,0,0,16,0,16,1,0
Ryan Griffin,2017,0,0,0,0,26,1,0
Jeremy Kerley,2017,0,0,0,0,27,1,0
Dion Sims,2017,0,0,0,0,29,1,0
Levine Toilolo,2017,0,0,0,0,14,1,0
Geronimo Allison,2017,0,0,0,0,39,0,0
Tommy Bohanon,2017,0,0,5,2,11,1,0
Eddie Lacy,2017,0,0,179,0,6,0,0
Thomas Rawls,2017,0,0,157,0,13,0,0
Nick Boyle,2017,0,0,0,0,37,0,0
Travaris Cadet,2017,0,0,96,0,19,0,0
Jaydon Mickens,2017,0,0,0,0,11,2,0
Braxton Miller,2017,0,0,1,0,29,1,0
Richard Rodgers,2017,0,0,0,0,19,1,0
James O'Shaughnessy,2017,0,0,0,0,24,1,0
Demarcus Robinson,2017,0,0,0,0,39,0,0
Phillip Dorsett,2017,0,0,7,0,18,0,0
Laquon Treadwell,2017,0,0,0,0,35,0,0
Brent Celek,2017,0,0,0,0,24,1,0
David Fales,2017,265,1,8,1,0,0,0
Troy Niklas,2017,0,0,0,0,23,1,0
Eli Rogers,2017,0,0,0,0,36,1,0
Chris Conley,2017,0,0,0,0,16,0,0
Louis Murphy,2017,0,0,0,0,17,1,0
Curtis Samuel,2017,0,0,64,0,26,0,0
Eric Tomlinson,2017,0,0,0,0,11,1,0
Nick Vannett,2017,0,0,0,0,15,1,0
Kenjon Barner,2017,0,0,57,1,8,0,0
Anthony Fasano,2017,0,0,0,0,16,1,0
Tommylee Lewis,2017,0,0,14,0,14,1,0
Stevan Ridley,2017,0,0,108,1,0,0,0
Robert Turbin,2017,0,0,53,1,11,0,0
Cameron Artis-Payne,2017,0,0,95,1,1,0,0
Chris Johnson,2017,0,0,114,0,6,0,0
David Morgan,2017,0,0,0,0,12,1,0
Josh Reynolds,2017,0,0,0,0,24,1,0
Dwayne Allen,2017,0,0,0,0,22,1,0
Kaelin Clay,2017,0,0,27,0,19,0,0
D.J. Foster,2017,0,0,19,0,28,0,0
James Hanna,2017,0,0,0,0,9,1,0
Paxton Lynch,2017,295,2,30,0,0,0,0
Brandon Marshall,2017,0,0,0,0,33,0,0
Anthony Sherman,2017,0,0,40,1,8,0,0
C.J. Uzomah,2017,0,0,0,0,15,1,0
James Conner,2017,0,0,144,0,1,0,0
C.J. Ham,2017,0,0,13,1,8,0,0
Darrius Heyward-Bey,2017,0,0,32,1,3,0,0
Josh Hill,2017,0,0,-8,0,22,1,0
EJ Manuel,2017,265,1,15,0,0,0,0
Tre McBride,2017,0,0,0,0,15,0,0
Jamize Olawale,2017,0,0,43,1,7,0,0
Paul Perkins,2017,0,0,90,0,10,0,0
Brandon Tate,2017,0,0,0,0,14,1,0
Jordan Taylor,2017,0,0,0,0,20,0,0
Kamar Aiken,2017,0,0,0,0,44,0,0
Brenton Bersin,2017,0,0,0,0,14,0,0
Daniel Brown,2017,0,0,0,0,20,0,0
Pharoh Cooper,2017,0,0,6,0,19,0,0
C.J. Fiedorowicz,2017,0,0,0,0,22,0,0
Jeremy Hill,2017,0,0,116,0,4,0,0
Josh Malone,2017,0,0,2,0,17,1,0
Roosevelt Nix,2017,0,0,0,1,3,1,0
Patrick Ricard,2017,0,0,0,0,4,2,0
Logan Thomas,2017,0,0,0,0,9,1,0
Fozzy Whittaker,2017,0,0,18,0,6,1,0
Maxx Williams,2017,0,0,6,0,18,1,0
Marvin Hall,2017,0,0,0,0,9,1,0
Maurice Harris,2017,0,0,0,0,6,1,0
Terron Ward,2017,0,0,129,0,3,0,0
Brandon Williams,2017,0,0,0,0,17,0,0
Lance Dunbar,2017,0,0,51,1,3,0,0
Trey Edmunds,2017,0,0,48,1,0,0,0
De'Angelo Henderson,2017,0,0,13,0,2,1,0
Michael Hoomanawanui,2017,0,0,0,0,10,1,0
Andy Janovich,2017,0,0,12,1,6,0,0
Branden Oliver,2017,0,0,83,0,11,0,0
C.J. Prosise,2017,0,0,23,0,11,0,0
Hunter Sharp,2017,0,0,0,0,9,1,0
Darren Sproles,2017,0,0,61,0,12,0,0
ArDarius Stewart,2017,0,0,27,0,13,0,0
Zach Line,2017,0,0,28,0,5,1,0
Patrick Mahomes,2017,284,0,10,0,0,0,0
Ryan Mallett,2017,56,2,-3,0,0,0,0
Freddie Martino,2017,0,0,0,0,6,0,0
Niles Paul,2017,0,0,4,0,19,0,0
Nathan Peterman,2017,252,2,23,0,0,0,0
Travis Rudolph,2017,0,0,0,0,21,0,0
Geno Smith,2017,212,1,12,0,0,0,0
Jaelen Strong,2017,0,0,0,0,4,1,0
Phillip Supernaw,2017,0,0,0,0,6,1,0
Austin Traylor,2017,0,0,0,0,13,0,0
Mike Williams,2017,0,0,0,0,23,0,0
Jerell Adams,2017,0,0,0,0,11,0,0
Xavier Grimble,2017,0,0,0,0,9,1,0
Chad Hansen,2017,0,0,0,0,17,0,0
Landry Jones,2017,239,1,-10,0,0,0,0
Luke Stocker,2017,0,0,0,0,5,1,0
Ryan Switzer,2017,0,0,5,0,7,0,0
Mike Thomas,2017,0,0,0,0,7,0,0
Bobo Wilson,2017,0,0,8,0,1,1,0
Zach Zenner,2017,0,0,26,1,1,0,0
Trevor Davis,2017,0,0,13,0,7,0,0
Michael Floyd,2017,0,0,0,0,17,0,0
Justin Hunter,2017,0,0,0,0,10,1,0
Breshad Perriman,2017,0,0,0,0,35,0,0
Brian Quick,2017,0,0,0,0,8,0,0
Bobby Rainey,2017,0,0,2,0,7,0,0
Lee Smith,2017,0,0,0,0,11,0,0
Neal Sterling,2017,0,0,0,0,10,0,0
Nate Sudfeld,2017,134,0,22,0,0,0,0
Clive Walford,2017,0,0,0,0,13,0,0
Kasen Williams,2017,0,0,0,0,18,0,0
Brandon Bolden,2017,0,0,67,0,4,0,0
Derek Carrier,2017,0,0,0,0,11,0,0
Leonte Carroo,2017,0,0,0,0,12,0,0
Sammie Coates,2017,0,0,0,0,11,0,0
Amara Darboh,2017,0,0,0,0,13,0,0
Brittan Golden,2017,0,0,0,0,9,0,0
Brian Hill,2017,0,0,37,0,2,0,0
David Johnson,2017,0,0,23,0,9,0,0
Tre Madden,2017,0,0,0,0,2,0,0
Byron Marshall,2017,0,0,32,0,8,0,0
Tanner McEvoy,2017,0,0,0,0,9,0,0
Willie Snead,2017,0,0,0,0,16,0,0
Jeremy Sprinkle,2017,0,0,0,0,3,1,0
Bryce Treggs,2017,0,0,6,0,18,0,0
Nick Bellore,2017,0,0,0,0,1,1,0
Alan Cross,2017,0,0,0,0,6,0,0
Jalston Fowler,2017,0,0,4,1,1,0,0
Ben Koyack,2017,0,0,0,0,7,0,0
Vince Mayle,2017,0,0,2,1,1,0,0
Dwayne Washington,2017,0,0,44,0,2,0,0
Derek Watt,2017,0,0,24,0,3,0,0
Chad Williams,2017,0,0,33,0,7,0,0
Orson Charles,2017,0,0,0,0,2,0,0
Tyler Eifert,2017,0,0,0,0,5,0,0
Tyler Ervin,2017,0,0,12,0,11,0,0
Jacob Hollister,2017,0,0,5,0,11,0,0
Akeem Hunt,2017,0,0,23,0,7,0,0
Sean Mannion,2017,185,0,-2,0,0,0,0
Sean McGrath,2017,0,0,0,0,4,0,0
Ifeanyi Momah,2017,0,0,0,0,2,0,0
Marcus Murphy,2017,0,0,41,0,2,0,0
Aaron Ripkowski,2017,0,0,13,0,10,0,0
Michael Roberts,2017,0,0,0,0,7,0,0
Joe Webb,2017,35,0,54,0,0,0,0
Markus Wheaton,2017,0,0,0,0,17,0,0
Jared Abbrederis,2017,0,0,0,0,7,0,0
Blake Bell,2017,0,0,0,0,4,0,0
Quan Bray,2017,0,0,0,0,4,0,0
Michael Clark,2017,0,0,0,0,14,0,0
Matthew Dayes,2017,0,0,13,0,5,0,0
James Develin,2017,0,0,0,0,10,0,0
Tanner Gentry,2017,0,0,0,0,6,0,0
Bernard Reedy,2017,0,0,17,0,2,0,0
Randall Telfer,2017,0,0,0,0,4,0,0
Will Tye,2017,0,0,0,0,6,0,0
Antony Auclair,2017,0,0,0,0,2,0,0
Noah Brown,2017,0,0,0,0,9,0,0
Emanuel Byrd,2017,0,0,0,0,2,0,0
Derrick Coleman,2017,0,0,8,0,7,0,0
Darrell Daniels,2017,0,0,0,0,13,0,0
Patrick DiMarco,2017,0,0,-2,0,10,0,0
Marcus Johnson,2017,0,0,0,0,8,0,0
Cody Kessler,2017,126,0,-1,0,0,0,0
Jordan Leslie,2017,0,0,0,0,1,0,0
Chris Matthews,2017,0,0,0,0,6,0,0
A.J. McCarron,2017,66,0,0,0,0,0,0
Jojo Natson,2017,0,0,15,0,5,0,0
Senorise Perry,2017,0,0,30,0,1,0,0
Jay Prosch,2017,0,0,0,0,4,0,0
De'Veon Smith,2017,0,0,0,0,3,0,0
Keith Smith,2017,0,0,0,0,5,0,0
Geoff Swaim,2017,0,0,0,0,2,0,0
Fitzgerald Toussaint,2017,0,0,25,0,3,0,0
Andre Williams,2017,0,0,25,0,0,0,0
Nick Williams,2017,0,0,0,0,4,0,0
